,"{pod=""blackbox-node1-prometheus-blackbox-exporter-5697cc86ff-522gm""}","{pod=""blackbox-node2-prometheus-blackbox-exporter-5c899d66f7-bh4fl""}","{pod=""blackbox-node3-prometheus-blackbox-exporter-54dcd9b7b7-m4gfr""}","{pod=""deployment-deployer-86f7b457d-9bb44""}","{pod=""deployment-optimizer-ff5c9467c-kz92h""}","{pod=""deployment-ricplt-a1mediator-7496d75d99-2jd4n""}","{pod=""deployment-ricplt-alarmmanager-84884b98f5-qdswj""}","{pod=""deployment-ricplt-appmgr-747458c9f7-g77fr""}","{pod=""deployment-ricplt-e2mgr-7d4f7d9d8b-fsmbz""}","{pod=""deployment-ricplt-e2term-opt-e2term-node2-alpha-67db65dd8bmbb74""}","{pod=""deployment-ricplt-e2term-opt-e2term-node3-alpha-759647dfbfnslp4""}","{pod=""deployment-ricplt-o1mediator-7d66bdc88f-t9tcc""}","{pod=""deployment-ricplt-rtmgr-6c957b9f89-2764w""}","{pod=""deployment-ricplt-submgr-6b4496b858-6mbk8""}","{pod=""deployment-ricplt-vespamgr-64f696d589-xp842""}","{pod=""deployment-tiller-ricxapp-6ff54cb9c-24tht""}","{pod=""node-exporter-prometheus-node-exporter-5wpz5""}","{pod=""node-exporter-prometheus-node-exporter-d24ng""}","{pod=""node-exporter-prometheus-node-exporter-kt9xn""}","{pod=""opt1-e2sim-node2-e2sim-helm-86897f588b-8mkdx""}","{pod=""opt1-e2sim-node3-e2sim-helm-597fbf54cd-dv4dx""}","{pod=""opt2-e2sim-node2-e2sim-helm-7b9f777878-cbsln""}","{pod=""opt2-e2sim-node3-e2sim-helm-675c8f7b85-fqbw2""}","{pod=""r4-infrastructure-kong-5f7c57bf95-hlzl8""}","{pod=""r4-infrastructure-prometheus-alertmanager-689bc4d964-c8mx5""}","{pod=""r4-infrastructure-prometheus-server-6587c99cbf-hv6pt""}","{pod=""ricxapp-opt1-xapp1-node2-e22-7577b49cd-xwfdh""}","{pod=""ricxapp-opt1-xapp1-node3-e23-7b8f9478f8-s6s8g""}","{pod=""ricxapp-opt2-xapp1-node2-e22-6b65dcfcf4-smhxm""}","{pod=""ricxapp-opt2-xapp1-node3-e23-5f4c8f6c58-8bxxg""}","{pod=""statefulset-ricplt-dbaas-server-0""}"
2022-12-29 15:40:00,0.023014487278761417,0.0679177657942917,0.058191622603345414,0.007486060527477539,0.014244399943467411,0.0017385048090412748,0.0003946365436168726,0.0,0.000499236942054847,0.018671987334046198,0.00756494450519098,0.0015445706834729843,0.000527164337411324,0.0004703366694977372,0.00163317017617506,0.00027176478727671265,0.09018772053365201,0.1455570598408078,0.1445903738786572,0.006938442919155672,0.005355127543750522,,,0.0019383965505812362,0.001093508695659126,0.2165795482490132,0.0022350091346805667,0.0014968115629582562,,,0.012434436828287418
2022-12-29 15:40:01,0.023014487278761417,0.0679177657942917,0.058191622603345414,0.008082278097152385,0.01572184412160756,0.0017385048090412748,0.0003946365436168726,0.0,0.000499236942054847,0.018671987334046198,0.007242144623644428,0.0015574984483296994,0.000527164337411324,0.0004703366694977372,0.0016175217879867009,0.00025403805679508057,0.09018772053365201,0.14490300555463986,0.141837273468741,0.006694234258357068,0.005304690420156244,,,0.0018367120963488858,0.0010938022164846731,0.2374421489112149,0.0022350091346805667,0.0014968115629582562,,,0.012434436828287418
2022-12-29 15:40:02,0.023014487278761417,0.0679177657942917,0.05624662823007115,0.008082278097152385,0.01572184412160756,0.0015725288115663342,0.0003946365436168726,0.0,0.000499236942054847,0.018671987334046198,0.007242144623644428,0.0015574984483296994,0.000527164337411324,0.0004703366694977372,0.0019303723383127572,0.00025403805679508057,0.08212071943074757,0.14490300555463986,0.1415541164675173,0.006694234258357068,0.0058004529972236095,,,0.0018253220706717817,0.0010940957373102203,0.2374421489112149,0.0022350091346805667,0.0014968115629582562,,,0.012434436828287418
2022-12-29 15:40:03,0.02301448727876141,0.0679177657942917,0.05624662823007115,0.008082278097152385,0.01572184412160756,0.0015877013433769306,0.0003946365436168726,0.0,0.000499236942054847,0.018671987334046198,0.007242144623644428,0.0015574984483296994,0.000527164337411324,0.0004703366694977372,0.0019303723383127572,0.00025403805679508057,0.08344045599952524,0.14490300555463986,0.1415541164675173,0.006694234258357068,0.0058004529972236095,,,0.0018139320449946771,0.0010971859245615802,0.2374421489112149,0.002223796084241257,0.0014968115629582562,,,0.012434436828287418
2022-12-29 15:40:04,0.02301448727876141,0.0679177657942917,0.05624662823007115,0.008082278097152385,0.01572184412160756,0.0016028738751875274,0.0003946365436168726,0.0,0.000499236942054847,0.016398019705980597,0.007242144623644428,0.0015574984483296994,0.000527164337411324,0.0004703366694977372,0.0019303723383127572,0.00017404173912550938,0.08419240382019913,0.14490300555463986,0.1415541164675173,0.006483815500503573,0.0058004529972236095,,,0.0016901754875784333,0.001078662783486206,0.23779646896400286,0.002223796084241257,0.0014968115629582562,,,0.012909795451130803
2022-12-29 15:40:05,0.02301448727876141,0.0679177657942917,0.05624662823007115,0.008082278097152385,0.015482605030641411,0.0017506391624909278,0.0003946365436168726,0.0,0.000499236942054847,0.016547882723351726,0.007242144623644428,0.0015574984483296994,0.000527164337411324,0.0004703366694977372,0.0019303723383127572,0.00017516295589961562,0.09099771958425304,0.14811585348805395,0.1415541164675173,0.006483815500503573,0.0058004529972236095,,,0.001779899411816898,0.001078662783486206,0.23821209014487105,0.002223796084241257,0.0015063897368969487,,,0.012305502424903416
2022-12-29 15:40:06,0.02301448727876141,0.06835536974377676,0.05624662823007115,0.008082278097152385,0.015482605030641411,0.0017291107104666554,0.00037595717290057776,0.0,0.000499236942054847,0.017845377952665806,0.007242144623644428,0.0016491783094253723,0.000527164337411324,0.00047033666949773727,0.0019303723383127572,0.00017628417267372186,0.09099771958425304,0.14811585348805395,0.1415541164675173,0.006483815500503573,0.005789794499576005,,,0.001779899411816898,0.001078662783486206,0.23830265422465988,0.002223796084241257,0.0015063897368969487,,,0.012305502424903416
2022-12-29 15:40:07,0.02286802878838857,0.06835536974377676,0.05624662823007115,0.008082278097152385,0.015482605030641411,0.0017291107104666554,0.00037595717290057776,4.2613954442848256e-05,0.000499236942054847,0.01698263259135794,0.007242144623644428,0.0016491783094253723,0.0005335426094409896,0.0004748372175619826,0.0019982003084233137,0.00018595130370006584,0.08364874554585192,0.14811585348805395,0.1415541164675173,0.006483815500503573,0.005790778373905525,,,0.001779899411816898,0.001078662783486206,0.23830265422465988,0.002223796084241257,0.0015063897368969487,,,0.012305789762491321
2022-12-29 15:40:08,0.02286802878838857,0.06835536974377676,0.058240214441977925,0.008082278097152385,0.015482605030641411,0.0017291107104666554,0.000348520505376366,4.2613954442848256e-05,0.0005009855586088071,0.01698263259135794,0.007242144623644428,0.0016491783094253723,0.0005335426094409896,0.0004748372175619826,0.0019982003084233137,0.00012460153167490536,0.09188999191517166,0.14811585348805395,0.1415541164675173,0.006483815500503573,0.005790778373905525,,,0.0017370721173977268,0.001078662783486206,0.23830265422465988,0.002273917460865945,0.0015063897368969487,,,0.012305789762491321
2022-12-29 15:40:09,0.022868028788388565,0.061139285272745675,0.058240214441977925,0.008082278097152385,0.015482605030641411,0.0017291107104666554,0.000348520505376366,4.2613954442848256e-05,0.0005085509192361765,0.01621676669435492,0.007242144623644428,0.0016491783094253723,0.0005335426094409896,0.0004708470677839911,0.0019982003084233137,0.00012573032370500196,0.09188999191517166,0.14811585348805395,0.1323236240649885,0.006483815500503573,0.005790778373905525,,,0.0017777890150188786,0.001078662783486206,0.23830265422465988,0.002273917460865945,0.0015063897368969487,,,0.012305789762491321
