,"{pod=""blackbox-node1-prometheus-blackbox-exporter-5697cc86ff-522gm""}","{pod=""blackbox-node2-prometheus-blackbox-exporter-5c899d66f7-bh4fl""}","{pod=""blackbox-node3-prometheus-blackbox-exporter-54dcd9b7b7-m4gfr""}","{pod=""deployment-deployer-86f7b457d-9bb44""}","{pod=""deployment-optimizer-ff5c9467c-kz92h""}","{pod=""deployment-ricplt-a1mediator-7496d75d99-2jd4n""}","{pod=""deployment-ricplt-alarmmanager-84884b98f5-qdswj""}","{pod=""deployment-ricplt-appmgr-747458c9f7-g77fr""}","{pod=""deployment-ricplt-e2mgr-7d4f7d9d8b-fsmbz""}","{pod=""deployment-ricplt-e2term-opt-e2term-node2-alpha-67db65dd8bmbb74""}","{pod=""deployment-ricplt-e2term-opt-e2term-node3-alpha-759647dfbfnslp4""}","{pod=""deployment-ricplt-o1mediator-7d66bdc88f-t9tcc""}","{pod=""deployment-ricplt-rtmgr-6c957b9f89-2764w""}","{pod=""deployment-ricplt-submgr-6b4496b858-6mbk8""}","{pod=""deployment-ricplt-vespamgr-64f696d589-xp842""}","{pod=""deployment-tiller-ricxapp-6ff54cb9c-24tht""}","{pod=""node-exporter-prometheus-node-exporter-5wpz5""}","{pod=""node-exporter-prometheus-node-exporter-d24ng""}","{pod=""node-exporter-prometheus-node-exporter-kt9xn""}","{pod=""opt1-e2sim-node2-e2sim-helm-86897f588b-8mkdx""}","{pod=""opt1-e2sim-node3-e2sim-helm-597fbf54cd-dv4dx""}","{pod=""opt2-e2sim-node2-e2sim-helm-7b9f777878-cbsln""}","{pod=""opt2-e2sim-node3-e2sim-helm-675c8f7b85-fqbw2""}","{pod=""r4-infrastructure-kong-5f7c57bf95-hlzl8""}","{pod=""r4-infrastructure-prometheus-alertmanager-689bc4d964-c8mx5""}","{pod=""r4-infrastructure-prometheus-server-6587c99cbf-hv6pt""}","{pod=""ricxapp-opt1-xapp1-node2-e22-7577b49cd-xwfdh""}","{pod=""ricxapp-opt1-xapp1-node3-e23-7b8f9478f8-s6s8g""}","{pod=""ricxapp-opt2-xapp1-node2-e22-6b65dcfcf4-smhxm""}","{pod=""ricxapp-opt2-xapp1-node3-e23-5f4c8f6c58-8bxxg""}","{pod=""statefulset-ricplt-dbaas-server-0""}"
2022-12-29 15:40:10,34316288.0,31465472.0,33505280.0,256819200.0,334528512.0,84353024.0,25755648.0,26083328.0,21028864.0,46870528.0,43745280.0,69902336.0,31252480.0,29933568.0,42688512.0,20627456.0,31539200.0,24952832.0,24326144.0,5111808.0,5042176.0,,,1153880064.0,27738112.0,3124101120.0,26431488.0,26116096.0,,,9920512.0
2022-12-29 15:40:11,34316288.0,31465472.0,33505280.0,256819200.0,334528512.0,84353024.0,25755648.0,26083328.0,21041152.0,46870528.0,43745280.0,69902336.0,31252480.0,29933568.0,42688512.0,20627456.0,31539200.0,24952832.0,24326144.0,5111808.0,5042176.0,,,1153880064.0,27738112.0,3124101120.0,26468352.0,26116096.0,,,9920512.0
2022-12-29 15:40:12,34316288.0,31465472.0,33505280.0,256827392.0,334528512.0,84353024.0,25755648.0,26083328.0,21041152.0,46870528.0,43745280.0,69902336.0,31252480.0,29949952.0,42688512.0,20627456.0,31539200.0,24952832.0,24326144.0,5111808.0,5042176.0,,,1153880064.0,27738112.0,3124101120.0,26468352.0,26116096.0,,,9920512.0
2022-12-29 15:40:13,34316288.0,31465472.0,33505280.0,256827392.0,334528512.0,84402176.0,25755648.0,26083328.0,21053440.0,46870528.0,43745280.0,69902336.0,31252480.0,29949952.0,42688512.0,20627456.0,31539200.0,24952832.0,24326144.0,5013504.0,5042176.0,,,1153880064.0,27738112.0,3124101120.0,26468352.0,26177536.0,,,9920512.0
2022-12-29 15:40:14,34316288.0,31465472.0,33492992.0,256835584.0,334528512.0,84402176.0,25755648.0,26083328.0,21053440.0,46870528.0,43745280.0,69902336.0,31252480.0,29949952.0,42688512.0,20627456.0,31539200.0,25714688.0,24326144.0,5013504.0,5042176.0,,,1153880064.0,27738112.0,3124101120.0,26468352.0,26177536.0,,,9920512.0
2022-12-29 15:40:15,34316288.0,31465472.0,33492992.0,256835584.0,334528512.0,84402176.0,25755648.0,26083328.0,21053440.0,46870528.0,43745280.0,69902336.0,31252480.0,29949952.0,42688512.0,20627456.0,31539200.0,26677248.0,25079808.0,5013504.0,5042176.0,,,1153880064.0,27738112.0,3124101120.0,26468352.0,26370048.0,,,9920512.0
2022-12-29 15:40:16,34316288.0,31465472.0,33492992.0,256835584.0,334528512.0,84402176.0,25755648.0,26083328.0,21053440.0,46878720.0,43745280.0,69902336.0,31252480.0,29949952.0,42582016.0,20627456.0,31539200.0,26677248.0,25079808.0,5013504.0,5042176.0,,,1153757184.0,27738112.0,3124101120.0,26468352.0,26370048.0,,,9920512.0
2022-12-29 15:40:17,34316288.0,31608832.0,33492992.0,256835584.0,334528512.0,84402176.0,25755648.0,26083328.0,21053440.0,46878720.0,43753472.0,69902336.0,31252480.0,29949952.0,42582016.0,20627456.0,31539200.0,26677248.0,25079808.0,5013504.0,5042176.0,,,1153757184.0,27738112.0,3124101120.0,26468352.0,26370048.0,,,9920512.0
2022-12-29 15:40:18,34316288.0,31608832.0,33492992.0,256835584.0,334528512.0,84402176.0,25788416.0,26083328.0,21053440.0,46878720.0,43753472.0,69902336.0,31252480.0,29949952.0,42582016.0,20627456.0,31539200.0,26677248.0,25079808.0,5013504.0,5042176.0,,,1153757184.0,27738112.0,3124101120.0,26468352.0,26370048.0,,,9920512.0
2022-12-29 15:40:19,34316288.0,31608832.0,33492992.0,256835584.0,334528512.0,84402176.0,25788416.0,26124288.0,21053440.0,46878720.0,43753472.0,69902336.0,31252480.0,29949952.0,42582016.0,20627456.0,31539200.0,26677248.0,25079808.0,5189632.0,5042176.0,,,1153757184.0,27738112.0,3124035584.0,26468352.0,26370048.0,,,9920512.0
2022-12-29 15:40:20,34316288.0,31608832.0,33492992.0,256835584.0,334528512.0,84402176.0,25788416.0,26124288.0,21053440.0,46878720.0,43753472.0,69902336.0,31252480.0,29949952.0,42582016.0,20627456.0,31539200.0,26677248.0,25079808.0,5189632.0,5083136.0,,,1153757184.0,27738112.0,3124035584.0,26468352.0,26370048.0,,,9920512.0
2022-12-29 15:40:21,34500608.0,31608832.0,33492992.0,256835584.0,334528512.0,84402176.0,25788416.0,26124288.0,21053440.0,46878720.0,43753472.0,69902336.0,31252480.0,29949952.0,42582016.0,20627456.0,31539200.0,26677248.0,25079808.0,5189632.0,5083136.0,,,1153769472.0,27738112.0,3124035584.0,26525696.0,26370048.0,,,9920512.0
2022-12-29 15:40:22,35086336.0,31608832.0,33492992.0,256835584.0,334528512.0,84402176.0,25788416.0,26124288.0,21053440.0,46878720.0,43753472.0,69902336.0,31252480.0,29949952.0,42582016.0,20627456.0,31539200.0,26677248.0,25079808.0,5189632.0,5083136.0,,,1153769472.0,27738112.0,3124035584.0,26525696.0,26370048.0,,,9920512.0
2022-12-29 15:40:23,35086336.0,31608832.0,34058240.0,256835584.0,334528512.0,84402176.0,25788416.0,26124288.0,21053440.0,46878720.0,43753472.0,69902336.0,31252480.0,29949952.0,42582016.0,20627456.0,31436800.0,26677248.0,25079808.0,5189632.0,5083136.0,,,1153769472.0,27738112.0,3124211712.0,26525696.0,26370048.0,,,9920512.0
2022-12-29 15:40:24,35086336.0,31608832.0,34058240.0,256835584.0,334528512.0,84402176.0,25788416.0,26124288.0,21053440.0,46878720.0,43753472.0,69902336.0,31252480.0,29949952.0,42582016.0,20627456.0,31436800.0,26677248.0,25079808.0,5189632.0,5120000.0,,,1153769472.0,27738112.0,3124211712.0,26525696.0,26533888.0,,,9998336.0
2022-12-29 15:40:25,35086336.0,31899648.0,34058240.0,256835584.0,334528512.0,84434944.0,25788416.0,26124288.0,21053440.0,46878720.0,43753472.0,69902336.0,31252480.0,29999104.0,42582016.0,20627456.0,31436800.0,26677248.0,25251840.0,5189632.0,5120000.0,,,1153769472.0,27738112.0,3124211712.0,26525696.0,26533888.0,,,9998336.0
2022-12-29 15:40:26,35086336.0,31899648.0,33284096.0,256835584.0,334528512.0,84434944.0,25788416.0,26124288.0,21053440.0,46886912.0,43753472.0,69902336.0,31252480.0,29999104.0,42582016.0,20627456.0,31481856.0,26107904.0,24469504.0,5189632.0,5120000.0,,,1153769472.0,27738112.0,3124211712.0,26525696.0,26533888.0,,,9998336.0
2022-12-29 15:40:27,35086336.0,31899648.0,33284096.0,256835584.0,334528512.0,84434944.0,25788416.0,26124288.0,21053440.0,46886912.0,43753472.0,69902336.0,31252480.0,29999104.0,42582016.0,20627456.0,31481856.0,26107904.0,24469504.0,5189632.0,5120000.0,,,1153769472.0,27738112.0,3124211712.0,26525696.0,26570752.0,,,9998336.0
2022-12-29 15:40:28,35086336.0,31899648.0,33284096.0,256835584.0,334528512.0,84434944.0,25821184.0,26124288.0,21053440.0,46886912.0,43753472.0,69902336.0,31252480.0,30048256.0,42582016.0,20627456.0,31481856.0,26107904.0,24469504.0,5226496.0,5120000.0,,,1153769472.0,27738112.0,3124211712.0,26525696.0,26570752.0,,,9998336.0
2022-12-29 15:40:29,35086336.0,31899648.0,33284096.0,256835584.0,334528512.0,84434944.0,25821184.0,26124288.0,21348352.0,46886912.0,43753472.0,69902336.0,31252480.0,30048256.0,42582016.0,20627456.0,31481856.0,26107904.0,24469504.0,5226496.0,5120000.0,,,1153769472.0,27738112.0,3124211712.0,26525696.0,26570752.0,,,9998336.0
2022-12-29 15:40:30,35086336.0,31899648.0,33284096.0,256835584.0,334528512.0,84434944.0,25821184.0,26124288.0,21348352.0,46886912.0,43802624.0,69902336.0,31252480.0,30048256.0,42582016.0,20627456.0,31481856.0,25714688.0,24469504.0,5226496.0,5120000.0,,,1153769472.0,27738112.0,3124727808.0,26587136.0,26570752.0,,,9998336.0
2022-12-29 15:40:31,35086336.0,31899648.0,33284096.0,256835584.0,334528512.0,84467712.0,25821184.0,26124288.0,21643264.0,46886912.0,43802624.0,69902336.0,31252480.0,30048256.0,42582016.0,20627456.0,31481856.0,25714688.0,24469504.0,5226496.0,5120000.0,,,1153769472.0,27738112.0,3124727808.0,26750976.0,26570752.0,,,9998336.0
2022-12-29 15:40:32,35086336.0,31899648.0,33284096.0,256835584.0,334528512.0,84467712.0,25821184.0,26124288.0,21643264.0,46891008.0,43802624.0,69902336.0,31252480.0,30048256.0,42598400.0,20627456.0,31481856.0,25714688.0,24469504.0,5206016.0,5120000.0,,,1153769472.0,27738112.0,3124727808.0,26750976.0,26570752.0,,,10506240.0
2022-12-29 15:40:33,35241984.0,28397568.0,33816576.0,256835584.0,334528512.0,84467712.0,25821184.0,26124288.0,21643264.0,46891008.0,43802624.0,69902336.0,31252480.0,30048256.0,42598400.0,20627456.0,31481856.0,25714688.0,24469504.0,5206016.0,5120000.0,,,1153769472.0,27738112.0,3124727808.0,26750976.0,26570752.0,,,10506240.0
2022-12-29 15:40:34,35241984.0,28397568.0,33816576.0,256835584.0,334528512.0,84467712.0,25821184.0,26124288.0,21643264.0,46891008.0,43802624.0,69902336.0,31444992.0,30048256.0,42598400.0,20627456.0,31481856.0,25714688.0,24469504.0,5206016.0,5120000.0,,,1153769472.0,27738112.0,3124727808.0,26750976.0,26570752.0,,,10506240.0
2022-12-29 15:40:35,35241984.0,28397568.0,33816576.0,256835584.0,334528512.0,84467712.0,25821184.0,26124288.0,21643264.0,46891008.0,43802624.0,69902336.0,31444992.0,30048256.0,42598400.0,20627456.0,31481856.0,25714688.0,24469504.0,5206016.0,5120000.0,,,1153789952.0,27738112.0,3124727808.0,26750976.0,26570752.0,,,10506240.0
2022-12-29 15:40:36,35160064.0,28397568.0,33816576.0,256835584.0,334528512.0,84467712.0,25821184.0,26124288.0,21643264.0,46891008.0,43802624.0,69902336.0,31637504.0,30048256.0,42598400.0,20627456.0,31481856.0,25714688.0,24469504.0,5206016.0,5120000.0,,,1153789952.0,27738112.0,3124948992.0,26750976.0,26570752.0,,,10506240.0
2022-12-29 15:40:37,35160064.0,28397568.0,33816576.0,256835584.0,334528512.0,84467712.0,25821184.0,26124288.0,21643264.0,46891008.0,43802624.0,69902336.0,31637504.0,30048256.0,42598400.0,20627456.0,31481856.0,26124288.0,24469504.0,5206016.0,5120000.0,,,1153802240.0,27738112.0,3124948992.0,26750976.0,26570752.0,,,10506240.0
2022-12-29 15:40:38,35160064.0,28397568.0,33816576.0,256835584.0,334528512.0,84492288.0,25821184.0,26124288.0,21643264.0,46944256.0,43802624.0,69902336.0,31637504.0,30048256.0,42598400.0,20627456.0,31481856.0,26124288.0,24977408.0,5206016.0,5292032.0,,,1153802240.0,27738112.0,3124948992.0,26750976.0,26570752.0,,,10506240.0
2022-12-29 15:40:39,35160064.0,28397568.0,33816576.0,256835584.0,334528512.0,84492288.0,25821184.0,26124288.0,21643264.0,46944256.0,43802624.0,69902336.0,31637504.0,30048256.0,42598400.0,20627456.0,31481856.0,26124288.0,24977408.0,5206016.0,5292032.0,,,1153802240.0,27738112.0,3124948992.0,26750976.0,26570752.0,,,10506240.0
2022-12-29 15:40:40,35160064.0,28397568.0,33816576.0,256835584.0,334528512.0,84492288.0,25821184.0,26124288.0,21643264.0,46944256.0,43802624.0,69902336.0,31637504.0,30048256.0,42598400.0,20627456.0,31481856.0,26124288.0,24977408.0,5230592.0,5292032.0,,,1153802240.0,27738112.0,3124948992.0,26750976.0,26570752.0,,,10510336.0
2022-12-29 15:40:41,35160064.0,28397568.0,33816576.0,256835584.0,334528512.0,84492288.0,25821184.0,26124288.0,21643264.0,46944256.0,43802624.0,69902336.0,31637504.0,30089216.0,42598400.0,20627456.0,31289344.0,26124288.0,24977408.0,5230592.0,5332992.0,0.0,,1153802240.0,27738112.0,3124948992.0,26750976.0,26517504.0,,,10510336.0
2022-12-29 15:40:42,35160064.0,28397568.0,33816576.0,256835584.0,334528512.0,84492288.0,25821184.0,26124288.0,21729280.0,46944256.0,43802624.0,69902336.0,31637504.0,30089216.0,42598400.0,20627456.0,31289344.0,26124288.0,24977408.0,5230592.0,5332992.0,6979584.0,0.0,1153802240.0,28012544.0,3124948992.0,26750976.0,26517504.0,,,10510336.0
2022-12-29 15:40:43,35160064.0,28397568.0,33816576.0,256835584.0,334528512.0,84492288.0,25821184.0,26124288.0,21729280.0,46944256.0,43802624.0,69902336.0,31637504.0,30089216.0,42598400.0,20627456.0,31137792.0,25829376.0,24977408.0,5230592.0,5332992.0,6979584.0,7462912.0,1153802240.0,28012544.0,3124948992.0,26750976.0,26476544.0,,,10510336.0
2022-12-29 15:40:44,35160064.0,28684288.0,33816576.0,256835584.0,334528512.0,84492288.0,25821184.0,26124288.0,21729280.0,47247360.0,43802624.0,69902336.0,31637504.0,30089216.0,42598400.0,20627456.0,31137792.0,25829376.0,24977408.0,5230592.0,5332992.0,6979584.0,7462912.0,1153802240.0,28012544.0,3124948992.0,26750976.0,26476544.0,,,10510336.0
2022-12-29 15:40:45,35160064.0,28684288.0,34693120.0,256835584.0,334528512.0,84516864.0,25821184.0,26124288.0,21729280.0,47247360.0,43802624.0,69902336.0,31637504.0,30130176.0,42598400.0,20627456.0,31137792.0,25829376.0,24977408.0,5230592.0,5332992.0,6979584.0,7462912.0,1153802240.0,28012544.0,3124948992.0,26750976.0,26476544.0,,,10510336.0
2022-12-29 15:40:46,35160064.0,28684288.0,34693120.0,256835584.0,334528512.0,84516864.0,25821184.0,26124288.0,22401024.0,47247360.0,43802624.0,69902336.0,31137792.0,30130176.0,42598400.0,20627456.0,31137792.0,25829376.0,24977408.0,5230592.0,5332992.0,6979584.0,7462912.0,1153802240.0,28012544.0,3124948992.0,26750976.0,26476544.0,,,10088448.0
2022-12-29 15:40:47,35160064.0,28684288.0,34693120.0,257572864.0,334528512.0,84516864.0,25821184.0,26124288.0,22401024.0,47247360.0,44462080.0,69902336.0,31137792.0,30130176.0,42598400.0,20627456.0,31137792.0,25829376.0,24977408.0,5230592.0,5332992.0,6979584.0,7462912.0,1153802240.0,28286976.0,3125116928.0,26750976.0,26476544.0,,,10088448.0
2022-12-29 15:40:48,35160064.0,28684288.0,34693120.0,257572864.0,334528512.0,84516864.0,25821184.0,26124288.0,22401024.0,47247360.0,45121536.0,69902336.0,31137792.0,30130176.0,42598400.0,20627456.0,31137792.0,25157632.0,24977408.0,5230592.0,5332992.0,6979584.0,7462912.0,1153802240.0,28286976.0,3125116928.0,26861568.0,26476544.0,,,10088448.0
2022-12-29 15:40:49,36077568.0,32382976.0,34693120.0,257572864.0,335212544.0,84516864.0,25821184.0,26124288.0,22401024.0,47247360.0,45121536.0,69902336.0,31137792.0,30130176.0,42598400.0,20627456.0,31137792.0,25157632.0,24977408.0,5230592.0,5332992.0,6979584.0,7462912.0,1153818624.0,28286976.0,3125116928.0,26841088.0,26476544.0,,,10088448.0
2022-12-29 15:40:50,36077568.0,32382976.0,34308096.0,257572864.0,335212544.0,84516864.0,25821184.0,26124288.0,22401024.0,47247360.0,45121536.0,69902336.0,30638080.0,30130176.0,42598400.0,20627456.0,31137792.0,25157632.0,24977408.0,5193728.0,5234688.0,6979584.0,7462912.0,1153818624.0,28286976.0,3125383168.0,26841088.0,26476544.0,,,10088448.0
2022-12-29 15:40:51,36077568.0,32382976.0,34308096.0,257572864.0,335212544.0,84516864.0,25821184.0,26124288.0,22401024.0,47247360.0,45121536.0,69902336.0,30638080.0,30130176.0,42598400.0,20627456.0,31137792.0,25157632.0,25239552.0,5193728.0,5259264.0,6979584.0,7462912.0,1153818624.0,28286976.0,3125383168.0,26841088.0,26476544.0,,,10088448.0
2022-12-29 15:40:52,37486592.0,32382976.0,34308096.0,257572864.0,335212544.0,84516864.0,25821184.0,26124288.0,22401024.0,47562752.0,45121536.0,69902336.0,30638080.0,30130176.0,42598400.0,20627456.0,31137792.0,25157632.0,25239552.0,5193728.0,5259264.0,6979584.0,9564160.0,1153818624.0,28286976.0,3125383168.0,26841088.0,26476544.0,,,10088448.0
2022-12-29 15:40:53,37486592.0,32382976.0,34308096.0,257572864.0,335212544.0,84516864.0,25821184.0,26124288.0,22401024.0,47562752.0,45121536.0,69902336.0,30638080.0,30130176.0,42598400.0,20627456.0,31137792.0,25157632.0,25239552.0,5193728.0,5259264.0,6979584.0,9564160.0,1153826816.0,28286976.0,3125383168.0,26841088.0,26476544.0,,,10088448.0
2022-12-29 15:40:54,37486592.0,32382976.0,34308096.0,257572864.0,335212544.0,84516864.0,25821184.0,26124288.0,22401024.0,47562752.0,45121536.0,69902336.0,30638080.0,30130176.0,42598400.0,20627456.0,31137792.0,25157632.0,25239552.0,5226496.0,5259264.0,6979584.0,9564160.0,1153839104.0,28286976.0,3125383168.0,26841088.0,26537984.0,,,10104832.0
2022-12-29 15:40:55,37486592.0,32382976.0,34308096.0,257572864.0,335212544.0,84516864.0,25821184.0,26124288.0,22401024.0,47562752.0,45121536.0,69902336.0,30638080.0,30130176.0,42598400.0,20627456.0,31137792.0,25157632.0,25239552.0,5226496.0,5259264.0,6979584.0,9564160.0,1153839104.0,28286976.0,3125383168.0,26841088.0,26537984.0,,,10104832.0
2022-12-29 15:40:56,37486592.0,32382976.0,34308096.0,258310144.0,335212544.0,84516864.0,25821184.0,26124288.0,22401024.0,47562752.0,45121536.0,69906432.0,30638080.0,30130176.0,42598400.0,20627456.0,31137792.0,25157632.0,25358336.0,5226496.0,5259264.0,6979584.0,7585792.0,1153839104.0,28286976.0,3125383168.0,26841088.0,26537984.0,,,10104832.0
2022-12-29 15:40:57,37486592.0,32382976.0,34308096.0,258310144.0,335896576.0,84516864.0,25821184.0,26124288.0,22401024.0,47628288.0,45121536.0,69906432.0,30638080.0,30130176.0,42598400.0,20627456.0,31137792.0,25157632.0,25358336.0,5226496.0,5259264.0,4030464.0,4202496.0,1153839104.0,28286976.0,3125428224.0,26841088.0,26537984.0,0.0,,10104832.0
2022-12-29 15:40:58,37486592.0,32382976.0,33857536.0,258310144.0,335896576.0,84553728.0,25821184.0,26124288.0,22401024.0,47628288.0,45121536.0,69906432.0,30638080.0,30130176.0,42627072.0,20627456.0,30916608.0,25157632.0,25358336.0,5226496.0,5259264.0,2048000.0,4202496.0,1153839104.0,28286976.0,3125428224.0,26841088.0,26537984.0,3756032.0,0.0,10104832.0
2022-12-29 15:40:59,37486592.0,32382976.0,33857536.0,258310144.0,335896576.0,84582400.0,25821184.0,26124288.0,22401024.0,47628288.0,45121536.0,69910528.0,30638080.0,30130176.0,42627072.0,20627456.0,30916608.0,24891392.0,25358336.0,5226496.0,5259264.0,4096000.0,4202496.0,1153839104.0,28286976.0,3125428224.0,26841088.0,26591232.0,7540736.0,3723264.0,10104832.0
2022-12-29 15:41:00,37486592.0,32382976.0,33857536.0,258310144.0,335896576.0,84582400.0,25821184.0,26124288.0,22401024.0,47628288.0,45121536.0,69910528.0,30638080.0,30130176.0,42655744.0,20627456.0,30916608.0,24891392.0,25358336.0,5251072.0,5259264.0,4096000.0,4202496.0,1153839104.0,28286976.0,3125428224.0,26877952.0,26591232.0,7540736.0,7155712.0,10104832.0
2022-12-29 15:41:01,37486592.0,32382976.0,33857536.0,258310144.0,335896576.0,84582400.0,25821184.0,26124288.0,23007232.0,47628288.0,45121536.0,69910528.0,30638080.0,30130176.0,42655744.0,20627456.0,30875648.0,25800704.0,25358336.0,5251072.0,5259264.0,4096000.0,4202496.0,1153839104.0,28286976.0,3125428224.0,26877952.0,26591232.0,7540736.0,7155712.0,10104832.0
2022-12-29 15:41:02,37486592.0,32382976.0,33857536.0,258310144.0,335896576.0,84582400.0,25821184.0,26124288.0,23007232.0,47628288.0,45121536.0,69910528.0,30638080.0,30130176.0,42655744.0,20627456.0,30875648.0,25800704.0,25358336.0,5251072.0,5259264.0,4096000.0,4202496.0,1153839104.0,28286976.0,3125428224.0,26877952.0,26591232.0,7540736.0,7155712.0,10104832.0
