,{},"{kubernetes_node=""node1""}","{kubernetes_node=""node2""}","{kubernetes_node=""node3""}"
2022-12-29 15:40:00,1.37561921680201,0.5586440677966098,0.3594915254237285,0.4555932203389831
2022-12-29 15:40:01,1.3715349383974047,0.559312554024508,0.3583111578162345,0.45152542372881316
2022-12-29 15:40:02,1.377627118644068,0.5645762711864412,0.35847457627118684,0.454414481601383
2022-12-29 15:40:03,1.3755932203389831,0.5656028068272353,0.3547457627118646,0.45593220338983
2022-12-29 15:40:04,1.37880200020818,0.5674576271186442,0.3567796610169493,0.4545762711864399
2022-12-29 15:40:05,1.3711749160337505,0.5657627118644064,0.35474576271186375,0.4511482077790019
2022-12-29 15:40:06,1.373728813559321,0.5667796610169498,0.356610169491525,0.4481204026982131
2022-12-29 15:40:07,1.3693220338983063,0.5669683718092147,0.3564406779661025,0.4479585091778099
2022-12-29 15:40:08,1.3739059495693822,0.5684842115968078,0.35338983050847433,0.4513559322033893
2022-12-29 15:40:09,1.3637439476546467,0.5691525423728815,0.34779661016949176,0.44661016949152554
2022-12-29 15:40:10,1.3771262885524338,0.5698208504940597,0.3550727093996813,0.4511787935797696
2022-12-29 15:40:11,1.3699999999999988,0.569185642347276,0.35457627118644114,0.44629387934979675
2022-12-29 15:40:12,1.3749076473567399,0.5715351107645903,0.35491525423728776,0.449152542372882
2022-12-29 15:40:13,1.3747381529586258,0.5701791555789089,0.35474576271186314,0.4503313503160966
2022-12-29 15:40:14,1.375930629360938,0.5703389830508477,0.35542372881355994,0.44916776839892975
2022-12-29 15:40:15,1.3730492992831296,0.569293086792197,0.35711864406779703,0.44899066085865874
2022-12-29 15:40:16,1.3735714339066938,0.5681355932203394,0.35745762711864426,0.4468175269090596
2022-12-29 15:40:17,1.3698456712982505,0.5669491525423719,0.3552542372881363,0.44779661016949074
2022-12-29 15:40:18,1.3765969705891967,0.5710169491525425,0.35576271186440755,0.4498305084745759
2022-12-29 15:40:19,1.3656142637553694,0.5691525423728815,0.35016949152542437,0.44610169491525425
2022-12-29 15:40:20,1.3743821912014935,0.5689734072303859,0.3530508474576272,0.45169491525423733
2022-12-29 15:40:21,1.3684851696148055,0.5679661016949153,0.3559322033898307,0.4459322033898302
2022-12-29 15:40:22,1.3717121433543402,0.5680970781641925,0.35576271186440656,0.4486364637887492
2022-12-29 15:40:23,1.3747457627118647,0.5693220338983042,0.3545762711864405,0.4494991440532888
2022-12-29 15:40:24,1.3779813392123028,0.5701694915254232,0.3555992474448716,0.4486440677966099
2022-12-29 15:40:25,1.3779721259280182,0.5715351107645884,0.3554237288135592,0.45083981627430025
2022-12-29 15:40:26,1.3805084745762723,0.5728813559322047,0.35796610169491555,0.4486440677966104
2022-12-29 15:40:27,1.3772804913677121,0.5705374849568623,0.35542975304666163,0.4506321391044976
2022-12-29 15:40:28,1.3825423728813555,0.5732106235487535,0.3564406779661021,0.4540216249195
2022-12-29 15:40:29,1.369968896749345,0.5710266275699585,0.3499999999999999,0.44830508474576347
2022-12-29 15:40:30,1.4060939702544548,0.5938983050847458,0.35728813559322004,0.45641747029812013
2022-12-29 15:40:31,1.4018668086890105,0.5930508474576274,0.35593823624129306,0.45215740772124907
2022-12-29 15:40:32,1.4060774334149286,0.5961016949152543,0.356107730639503,0.4540754928049629
2022-12-29 15:40:33,1.407459319393852,0.5966101694915256,0.3545762711864402,0.4557549872036065
2022-12-29 15:40:34,1.4132126373037641,0.6018644067796609,0.356101694915254,0.45491525423728785
2022-12-29 15:40:35,1.4120578314886698,0.6020338983050852,0.35661016949152474,0.45409088597725294
2022-12-29 15:40:36,1.4171246941559774,0.6034000576280962,0.3572881355932206,0.4540524050032198
2022-12-29 15:40:37,1.4159543588707928,0.6034000576280959,0.3564406779661008,0.4552542372881356
2022-12-29 15:40:38,1.4216743299135515,0.6072984287869286,0.355932203389831,0.45675643611341726
2022-12-29 15:40:39,1.4096610169491524,0.6054237288135585,0.3508474576271185,0.4538983050847456
2022-12-29 15:40:40,1.4238905516970553,0.608813559322033,0.35813559322033905,0.4577888510364228
2022-12-29 15:40:41,1.456095576087622,0.635784263873352,0.3610169491525425,0.4557549872036062
2022-12-29 15:40:42,1.496434312087211,0.6571186440677952,0.3759322033898312,0.46186440677966106
2022-12-29 15:40:43,1.5205084745762703,0.665751427941899,0.37915254237288054,0.4745762711864411
2022-12-29 15:40:44,1.5252800736815704,0.6672881355932195,0.3799935594311945,0.4784745762711865
2022-12-29 15:40:45,1.5291525423728816,0.6682937577329198,0.380338983050848,0.4806779661016954
2022-12-29 15:40:46,1.5328958986368855,0.6684745762711864,0.38288135593220396,0.4794833985864646
2022-12-29 15:40:47,1.5345697559277214,0.66728813559322,0.38305084745762746,0.4837288135593216
2022-12-29 15:40:48,1.538124220244473,0.6706779661016955,0.38168844595854357,0.48585808944398357
2022-12-29 15:40:49,1.5337223816085854,0.6708474576271192,0.3788135593220334,0.48203389830508436
2022-12-29 15:40:50,1.5381191329911832,0.6699999999999995,0.38389830508474515,0.48593220338983045
2022-12-29 15:40:51,1.5345940939533305,0.6667683598583081,0.384067796610169,0.4823728813559325
2022-12-29 15:40:52,1.5411389075199078,0.669333378531839,0.38373531754775475,0.4882885325921152
2022-12-29 15:40:53,1.540169491525424,0.6701694915254246,0.381525423728814,0.4886440677966092
2022-12-29 15:40:54,1.5392858876929782,0.6693447235499512,0.38254237288135606,0.48813559322033895
2022-12-29 15:40:55,1.5421968946806133,0.6718530194403483,0.38288135593220357,0.4872881355932204
2022-12-29 15:40:56,1.5430408596182978,0.6723728813559327,0.3835658231495453,0.4869491525423725
2022-12-29 15:40:57,1.55713851225861,0.6811864406779663,0.383728813559322,0.48610169491525457
2022-12-29 15:40:58,1.6064516951564956,0.7096730453058523,0.40220338983050835,0.4942875546665763
2022-12-29 15:40:59,1.6138915140478804,0.7138983050847468,0.4001694915254243,0.499830508474576
2022-12-29 15:41:00,1.6296541311135484,0.714079899659316,0.4069491525423728,0.5096610169491524
2022-12-29 15:41:01,1.6320338983050855,0.7108474576271187,0.4079661016949152,0.5106779661016947
2022-12-29 15:41:02,1.6327206062958248,0.7074456365146348,0.409830508474576,0.5154237288135596
2022-12-29 15:41:03,1.6313535126375234,0.7066101694915254,0.40694915254237296,0.5176271186440686
2022-12-29 15:41:04,1.6364406779661018,0.7088015457365124,0.4098305084745766,0.5179222099822047
2022-12-29 15:41:05,1.6382962569723754,0.7083170901201703,0.4101694915254239,0.5214266341198809
2022-12-29 15:41:06,1.6408423904390388,0.7086440677966094,0.40965407365976764,0.5220427464872293
2022-12-29 15:41:07,1.639645182687223,0.7066101694915249,0.4110169491525422,0.5217848124862302
2022-12-29 15:41:08,1.6557594171911934,0.7174576271186448,0.41288135593220315,0.5240677966101703
2022-12-29 15:41:09,1.6805084745762724,0.7408600145765188,0.41289535238482666,0.5223817352836492
2022-12-29 15:41:10,1.734906225375669,0.7710169491525426,0.430169491525423,0.5315254237288138
2022-12-29 15:41:11,1.7493311952141684,0.7725554670418139,0.43523948340734187,0.5409894412148534
2022-12-29 15:41:12,1.7615140453207445,0.7752542372881354,0.4410169491525429,0.5454329734402271
2022-12-29 15:41:13,1.7606872423290139,0.77271186440678,0.4398305084745758,0.5469584230241186
2022-12-29 15:41:14,1.7688154584867524,0.7759585070680359,0.4396610169491527,0.5518363473043741
2022-12-29 15:41:15,1.7700074836085984,0.7760885408721878,0.4420338983050843,0.5534085901216999
2022-12-29 15:41:16,1.7723635451165871,0.7759322033898308,0.4452542372881352,0.5502830220655524
2022-12-29 15:41:17,1.7837571516851045,0.7742372881355936,0.4513559322033894,0.5559322033898303
2022-12-29 15:41:18,1.8013481931791446,0.7806911981559012,0.4566101694915254,0.5635497703428756
2022-12-29 15:41:19,1.8013941536972928,0.7803389830508477,0.45644067796610055,0.5632298852522926
2022-12-29 15:41:20,1.8096344779472953,0.7818644067796607,0.4603389830508469,0.567796610169491
